Name,Value, Ball Control, Dribbling, Marking, Slide Tackle, Stand Tackle, Aggression, Reactions, Att. Position, Interceptions, Vision, Composure, Crossing, Short Pass, Long Pass, Acceleration, Stamina, Strength, Balance, Sprint Speed, Agility, Jumping, Heading, Shot Power, Finishing, Long Shots, Curve, FK Acc., Penalties, Volleys, GK Positioning, GK Diving, GK Handling, GK Kicking, GK Reflexes,Tag
2804,1500000,56,46,69,65,76,71,68,50,74,53,72,58,61,69,34,60,87,31,51,30,69,83,71,47,53,48,39,42,62,11,8,8,12,10,4
2805,20000000,35,15,13,16,11,21,66,13,25,40,46,11,39,32,41,29,63,48,46,51,72,13,27,11,12,13,12,42,11,70,74,71,69,78,2
2806,500000,14,12,12,15,12,21,70,8,17,34,35,13,24,23,42,33,43,55,43,48,74,11,20,13,12,15,12,22,12,69,76,72,70,74,2
2807,350000,62,47,74,73,76,70,70,47,80,57,77,66,66,60,57,72,70,59,54,55,67,72,66,38,53,46,36,36,26,12,6,14,10,6,3
2808,20000000,55,45,71,68,72,83,64,44,70,56,67,48,64,71,23,68,87,31,47,46,79,79,71,46,61,48,53,55,46,13,6,9,16,13,4
2809,400000,77,71,51,57,61,61,73,72,62,75,72,72,79,72,66,60,65,68,66,69,68,56,80,59,76,75,72,64,62,9,10,6,10,12,4
2810,750000,74,63,72,69,71,75,74,66,70,66,72,47,78,68,55,76,70,73,55,64,63,59,79,52,70,62,58,69,59,11,9,15,13,11,4
2811,1000000,76,76,20,24,30,60,68,83,26,68,75,65,70,56,76,68,69,72,73,72,78,71,72,74,73,70,75,74,68,15,5,10,9,7,1
2812,500000,74,71,70,74,70,73,78,61,75,60,76,67,70,72,69,68,66,76,69,77,74,64,66,30,48,68,46,58,57,6,14,7,14,6,3
2813,400000,76,70,20,34,38,30,76,68,33,74,77,78,79,79,38,38,62,68,34,76,68,28,79,65,77,87,88,83,78,15,8,6,7,6,4
2814,300000,70,61,75,74,77,71,63,36,75,59,81,51,71,75,34,55,76,64,34,34,82,74,70,38,69,69,71,63,42,7,15,10,9,12,4
2815,20000000,73,67,70,68,70,73,71,67,74,72,75,61,75,73,48,68,72,72,51,65,75,74,75,63,71,63,72,70,47,13,6,15,15,10,4
2816,20000000,83,80,40,31,37,64,76,75,43,79,82,77,79,78,58,31,65,65,54,64,68,60,79,68,76,81,79,84,65,15,6,13,15,13,4
2817,500000,49,45,71,73,76,88,66,48,71,39,46,53,53,47,27,51,79,56,31,33,72,75,39,23,31,35,21,42,30,10,8,16,14,9,4
2818,600000,29,14,10,11,11,17,60,11,23,46,28,11,33,23,42,30,64,41,49,38,56,19,13,9,11,6,9,15,15,82,70,79,64,67,2
2819,20000000,74,72,52,56,52,69,68,64,53,78,58,69,76,72,68,59,39,91,57,73,53,46,56,66,71,76,70,68,57,11,7,8,6,9,4
2820,20000000,76,73,32,35,34,61,75,72,40,73,80,73,74,70,67,81,74,62,69,75,52,54,82,68,80,70,61,74,74,8,15,15,13,6,1
2821,200000,14,13,11,15,14,39,76,9,16,14,62,12,22,17,39,31,74,45,40,48,70,13,22,12,11,15,15,17,14,72,72,72,53,74,2
2822,20000000,29,17,12,14,10,40,67,14,23,32,44,19,33,34,54,30,63,45,48,40,81,13,44,14,11,18,17,11,19,72,74,75,68,72,2
2823,250000,77,70,53,45,59,58,70,67,54,81,82,62,77,73,53,59,65,72,61,60,33,58,70,71,67,73,71,76,64,14,11,7,8,7,4
2824,300000,71,66,65,69,73,77,69,67,77,75,74,71,74,74,68,69,70,62,66,69,70,68,77,59,73,58,54,67,68,6,5,15,7,13,3
2825,20000000,75,78,22,24,32,31,66,69,34,68,59,76,69,64,77,61,58,69,73,82,57,59,77,71,69,78,59,59,59,11,6,9,13,9,4
2826,2500000,71,63,48,68,71,81,79,76,64,72,77,58,74,75,64,73,71,68,61,59,67,64,79,61,62,57,59,70,52,9,6,14,9,9,4
2827,20000000,12,11,7,10,11,22,32,7,11,39,29,13,24,19,32,28,62,33,19,68,72,10,26,9,8,14,12,18,5,72,78,79,81,80,2
2828,20000000,12,8,9,14,12,26,74,12,12,25,26,12,17,28,34,45,68,46,32,34,59,11,15,8,6,14,10,15,9,71,70,73,75,70,2
2829,20000000,11,8,5,14,14,20,71,8,7,28,37,12,26,20,42,27,58,33,48,21,74,14,21,5,6,11,13,13,9,70,74,70,59,77,2
2830,20000000,78,79,44,47,46,55,68,61,60,71,58,59,66,65,82,75,75,74,85,73,74,56,68,68,73,72,62,58,65,7,15,14,7,10,1
2831,20000000,53,41,71,71,74,74,65,36,76,33,65,37,56,39,64,73,81,55,66,52,72,75,66,42,52,35,51,41,49,13,6,7,12,12,3
2832,20000000,78,76,68,64,68,64,72,64,70,78,72,72,80,76,75,77,49,79,75,77,55,47,58,48,58,73,59,58,68,10,10,7,6,14,4
2833,20000000,71,67,67,69,70,67,73,53,70,51,70,74,65,54,77,85,71,67,81,70,64,52,70,34,44,61,47,51,32,10,8,9,16,9,3
2834,20000000,74,70,23,20,25,50,73,68,23,73,71,62,73,62,76,67,64,83,73,81,67,67,75,74,69,71,60,56,73,11,8,9,16,7,4
2835,20000000,73,74,31,22,23,57,78,72,34,65,65,61,62,55,73,61,71,56,78,62,55,77,67,71,71,62,63,64,77,16,8,14,12,12,4
2836,20000000,76,76,22,22,25,55,67,67,25,56,60,53,56,56,66,74,69,66,85,76,73,64,86,75,69,83,71,76,77,11,14,16,16,16,1
2837,20000000,71,73,23,24,25,44,77,71,44,55,55,61,61,52,82,59,66,77,83,81,56,72,70,70,71,55,56,72,72,8,7,7,9,10,1
2838,20000000,74,70,39,45,44,58,77,75,37,54,85,57,64,55,58,43,84,53,56,59,54,64,79,75,74,63,72,72,73,12,9,15,9,11,4
2839,20000000,68,74,31,29,28,44,72,77,35,69,59,67,77,61,81,56,63,71,80,79,54,60,63,67,65,50,44,56,55,12,8,9,8,15,4
2840,20000000,65,47,76,68,73,73,70,44,69,48,59,54,67,60,61,72,84,38,60,45,62,68,64,53,48,47,54,61,45,15,9,10,9,15,3
2841,20000000,66,60,69,77,75,80,59,55,65,50,61,47,73,67,71,75,79,62,62,67,76,72,79,42,76,60,48,50,50,9,8,13,9,10,3
2842,20000000,50,46,71,65,73,78,73,37,77,51,54,39,69,65,47,56,85,71,54,69,62,72,54,33,43,33,49,44,46,8,7,11,12,9,4
2843,20000000,63,44,75,74,76,71,73,37,69,47,84,49,53,71,69,41,84,43,77,64,52,73,57,43,51,43,45,75,44,10,11,8,10,9,3
2844,20000000,62,71,75,71,75,72,74,42,71,45,73,74,68,52,66,79,66,55,82,71,67,67,46,52,42,54,46,67,43,12,16,13,10,8,3
2845,20000000,68,65,77,75,76,84,65,36,73,42,59,75,70,46,64,68,80,61,75,62,70,71,87,20,68,64,70,65,56,7,10,7,9,8,3
2846,20000000,51,21,16,10,14,22,70,12,15,67,23,19,36,41,42,52,56,39,53,40,41,17,29,11,14,20,12,13,15,76,73,77,69,66,2
2847,20000000,31,14,15,17,22,27,62,10,18,52,15,22,41,28,58,59,61,49,50,43,41,14,33,13,15,19,14,26,12,73,77,71,68,74,2
2848,20000000,72,73,21,16,23,52,72,74,18,59,53,28,52,22,67,63,73,56,71,66,81,73,78,73,65,64,26,67,70,11,7,6,9,15,4
2849,20000000,75,74,64,73,67,65,76,66,75,77,82,70,73,74,68,74,71,69,72,66,70,66,68,69,72,74,75,72,67,10,8,7,12,12,3
2850,20000000,75,72,49,44,51,45,67,68,47,68,76,76,76,63,80,67,50,79,84,81,52,56,74,66,68,77,76,68,72,9,11,13,13,7,1
2851,20000000,71,45,65,75,75,71,62,30,70,45,57,53,64,76,71,58,81,62,77,73,80,72,60,33,44,44,50,57,61,8,8,15,15,10,3
2852,20000000,57,53,72,76,75,70,71,58,66,47,66,69,65,68,76,58,77,61,70,62,88,76,48,32,41,30,31,37,32,8,10,11,7,13,3
2853,20000000,48,22,76,75,73,79,79,22,77,44,61,51,48,44,60,77,74,50,62,68,79,63,56,29,25,33,49,44,24,16,14,18,18,11,3
2854,20000000,73,76,62,68,70,60,77,67,67,66,65,75,68,70,84,78,44,87,92,89,70,52,69,68,70,59,46,59,60,9,12,15,12,10,1
2855,20000000,23,18,8,9,11,56,64,6,16,70,60,8,12,10,59,25,60,64,49,62,52,13,17,6,9,22,10,15,12,73,72,75,69,72,2
2856,20000000,22,16,14,12,16,24,69,12,22,42,16,20,32,27,41,44,52,38,55,31,38,18,26,11,12,17,14,21,13,75,77,65,62,76,2
2857,20000000,21,8,8,9,8,41,66,21,34,72,71,9,22,21,41,31,81,45,42,32,61,9,21,9,8,8,23,24,9,75,71,72,73,73,2
2858,20000000,76,78,36,42,46,57,78,68,29,74,73,60,73,64,78,67,44,76,76,86,57,47,63,55,57,67,54,56,60,7,10,14,9,14,4
2859,20000000,71,65,74,75,77,80,78,48,73,40,67,63,58,29,75,78,76,65,68,59,77,60,71,35,32,35,41,41,28,12,13,6,9,6,3
2860,20000000,64,66,70,73,75,72,68,55,75,56,72,32,67,65,78,72,69,63,81,73,81,68,63,48,47,35,28,59,44,13,12,14,9,11,3
2861,20000000,73,78,11,15,16,25,66,65,18,74,59,74,67,60,80,66,46,76,82,83,63,46,65,66,67,52,61,54,58,7,16,8,12,8,4
2862,1000000,16,13,13,22,21,43,71,14,18,38,23,17,24,21,37,35,72,35,39,30,53,15,25,11,13,13,15,23,11,78,70,68,64,76,2
2863,20000000,78,81,27,30,28,34,71,65,23,65,60,66,66,64,85,62,56,83,83,89,54,32,73,61,76,73,67,56,54,12,6,9,13,15,4
2864,20000000,76,66,47,59,68,61,68,65,72,71,52,56,78,79,58,71,68,66,56,55,59,41,58,39,56,45,51,53,44,11,13,6,6,15,4
2865,20000000,73,70,66,74,71,67,68,57,73,44,66,81,67,68,71,78,72,73,76,69,68,61,57,42,45,73,55,52,41,13,15,16,13,9,3
2866,20000000,75,78,30,45,55,65,67,68,36,72,73,69,73,74,77,75,52,78,77,78,58,43,74,69,60,79,72,54,54,15,13,14,15,10,4
2867,20000000,74,72,70,71,72,72,75,70,70,65,70,72,68,65,78,75,67,74,80,74,80,63,68,52,64,72,35,48,62,8,9,10,7,10,3
2868,20000000,74,76,39,35,32,63,71,70,44,68,74,69,72,65,84,78,65,69,80,73,74,49,84,70,69,71,75,65,72,10,15,14,10,10,1
2869,20000000,77,75,28,30,31,61,68,71,21,64,67,58,68,61,87,68,67,76,85,82,68,62,75,74,70,64,59,59,66,7,11,15,6,15,1
2870,20000000,62,51,71,76,79,63,66,35,74,40,71,42,70,68,68,66,72,69,73,65,75,73,49,35,32,38,35,45,40,13,10,13,15,6,3
2871,20000000,73,75,22,24,32,42,65,65,23,73,50,71,74,62,83,65,43,84,78,72,38,23,58,68,73,70,69,54,61,13,15,12,12,12,4
2872,20000000,74,67,35,31,31,31,83,84,24,59,62,57,62,51,74,57,64,71,67,71,71,58,73,76,68,51,57,65,69,10,10,16,8,13,1
2873,20000000,76,78,26,29,33,65,78,71,21,66,75,61,65,56,91,71,29,90,86,93,66,42,65,60,54,66,42,63,57,7,14,14,8,15,1
2874,20000000,71,74,38,56,53,71,69,68,56,71,67,70,72,67,78,76,66,74,76,75,69,40,73,69,70,69,67,61,71,8,11,8,15,12,4
2875,20000000,74,75,66,63,62,67,71,68,67,71,72,67,73,71,85,87,49,82,87,91,85,41,73,65,72,68,56,63,67,10,15,14,7,10,1
2876,20000000,75,73,44,53,58,64,75,68,61,73,67,73,74,67,75,67,35,84,72,85,45,51,74,57,67,45,27,62,56,9,16,7,11,13,4
2877,20000000,61,51,75,79,75,69,53,34,76,31,70,30,61,44,73,56,71,65,72,66,73,68,47,25,27,28,32,43,28,15,7,8,14,9,3
2878,20000000,59,38,71,65,76,66,64,38,71,44,55,43,59,57,57,66,88,53,65,40,67,79,52,30,33,27,41,45,30,7,10,16,14,12,4
2879,20000000,70,74,58,60,63,61,70,68,63,68,75,69,73,70,86,84,65,78,84,75,70,60,68,58,62,70,67,68,64,10,12,15,9,14,1
2880,20000000,73,70,12,18,17,69,68,72,20,42,44,52,62,41,68,61,65,65,67,71,64,74,77,76,66,52,35,67,75,10,9,7,8,14,4
2881,20000000,19,16,13,13,13,24,69,12,18,45,21,15,24,33,49,43,76,42,34,45,60,24,54,19,18,23,11,23,24,78,76,67,58,71,2
2882,20000000,74,71,19,16,40,83,68,70,45,68,73,68,74,69,73,71,75,51,66,72,79,73,76,73,69,69,59,67,66,7,10,15,11,10,1
2883,20000000,70,69,20,23,35,68,70,75,33,57,69,56,57,53,87,67,74,77,83,75,69,65,78,73,74,67,59,72,72,7,12,14,10,10,1
2884,20000000,72,69,71,76,72,67,69,51,77,52,59,75,71,59,71,68,62,63,73,69,66,54,60,40,42,62,35,32,48,8,9,14,14,8,3
2885,20000000,76,74,51,59,55,67,64,68,54,71,70,61,77,70,72,71,72,64,69,67,72,71,60,73,61,59,54,53,63,9,10,7,14,14,4
2886,20000000,73,65,70,61,67,76,76,71,71,73,73,68,76,71,64,70,73,54,65,68,69,65,77,71,75,65,57,61,60,13,11,13,13,14,4
2887,20000000,73,76,68,69,67,74,72,66,66,60,70,74,70,68,76,86,78,60,82,74,66,62,86,54,78,66,74,66,56,8,12,13,16,10,1
2888,20000000,74,75,30,39,42,39,71,72,29,70,74,64,73,69,78,78,64,72,75,66,56,46,68,69,70,66,65,34,63,13,6,7,15,12,4
2889,20000000,78,79,58,59,62,66,67,67,60,65,65,65,63,57,91,81,55,91,90,85,71,48,78,63,70,82,72,44,71,9,11,12,13,9,1
2890,400000,65,64,15,13,26,34,70,73,17,42,65,32,65,60,72,72,79,51,76,56,65,76,77,78,54,37,33,74,70,8,15,11,15,9,4
2891,20000000,25,15,17,15,16,19,62,12,19,36,34,16,28,25,36,30,67,52,37,28,57,16,20,17,15,19,22,24,15,71,72,79,66,75,2
2892,20000000,69,70,72,74,71,62,80,66,67,66,65,59,68,68,81,84,60,78,79,79,78,55,69,37,65,35,25,37,27,10,7,7,10,10,3
2893,1800000,62,57,76,75,74,67,68,56,71,51,60,51,69,71,57,82,76,56,53,63,72,73,63,54,61,62,65,68,48,14,8,9,16,15,3
2894,20000000,67,65,72,73,72,69,69,58,75,69,63,58,75,67,60,77,68,65,63,62,64,54,60,49,55,65,46,51,48,10,13,6,8,8,3
2895,20000000,70,65,70,73,79,74,69,51,78,60,62,58,78,73,73,78,32,88,73,91,75,55,59,35,57,43,40,51,33,13,9,12,11,7,3
2896,20000000,80,79,36,31,31,63,69,61,26,75,77,61,76,69,70,59,52,70,70,68,70,49,59,65,53,65,61,56,59,16,15,12,14,10,4
2897,20000000,78,82,35,24,33,61,66,59,38,60,67,65,67,53,89,71,54,89,85,89,41,50,72,66,68,79,67,50,57,7,10,8,10,14,1
2898,20000000,73,76,54,40,56,58,65,67,45,74,66,72,75,64,79,66,54,74,81,84,75,57,60,63,59,66,59,58,42,9,16,6,14,10,4
2899,20000000,15,17,12,11,20,39,71,20,16,26,22,24,30,25,45,42,52,57,52,40,60,15,21,19,24,23,21,25,24,74,70,75,68,71,2
2900,2400000,68,71,12,14,34,54,73,67,20,62,74,43,65,40,78,65,72,57,89,72,87,69,75,74,63,38,27,64,61,10,9,9,14,7,4
2901,20000000,73,65,22,25,20,53,76,78,19,48,53,47,54,39,55,63,80,48,57,66,56,77,70,76,61,66,22,59,79,13,13,8,13,6,4
2902,20000000,63,52,70,75,72,78,68,49,76,34,53,74,71,52,75,69,60,72,74,64,68,66,48,24,40,53,41,32,23,11,7,15,14,11,3
2903,20000000,51,43,76,75,77,77,69,15,71,29,62,26,45,51,55,60,78,34,55,55,66,73,57,14,30,35,32,41,28,13,12,12,14,5,3
2904,20000000,78,76,50,65,60,69,68,60,60,72,68,68,78,78,79,75,55,93,69,89,75,49,68,50,72,77,55,62,70,15,12,8,7,6,1
2905,20000000,76,75,54,66,66,62,72,68,64,74,72,72,76,70,70,78,76,58,82,72,55,62,72,53,68,68,49,63,56,8,6,14,6,7,4
2906,800000,76,72,20,19,21,39,74,73,43,70,68,66,71,59,79,81,60,76,79,85,64,62,70,71,65,68,64,65,64,14,14,11,16,14,1
2907,20000000,67,59,74,73,78,64,68,46,70,55,50,54,66,61,68,75,72,55,69,64,73,72,51,25,31,48,29,37,30,12,9,15,10,9,3
2908,20000000,71,70,18,31,37,49,72,75,23,72,65,64,69,54,84,71,48,85,84,78,67,68,74,72,70,35,44,68,71,12,10,15,13,7,1
2909,20000000,75,73,21,21,36,55,70,68,37,74,76,67,68,56,60,73,76,59,78,75,82,71,76,75,73,81,78,73,73,9,7,11,8,12,1
2910,20000000,77,80,29,32,33,73,67,60,27,70,59,72,68,64,77,72,59,75,81,77,80,73,74,68,79,81,79,50,62,12,9,9,16,11,1
2911,20000000,74,68,17,25,28,60,65,77,32,55,68,42,62,45,68,69,74,56,69,64,72,69,79,76,60,52,63,60,70,9,9,13,11,9,4
2912,20000000,69,67,21,21,21,56,75,76,16,54,64,46,62,43,68,64,67,69,74,70,81,77,75,76,62,47,38,68,70,14,13,7,12,10,2
2913,1750000,75,73,29,36,27,53,77,76,24,64,69,66,65,57,73,68,67,61,77,68,67,63,74,70,72,70,42,73,67,7,13,15,9,16,4
2914,20000000,64,59,67,67,75,88,72,54,74,58,66,48,70,66,53,87,89,49,55,40,55,75,77,38,53,49,40,53,43,6,15,9,11,15,3
2915,20000000,76,76,24,24,21,38,63,60,22,65,61,71,68,56,93,80,33,93,91,91,55,40,62,65,68,70,34,56,54,6,7,9,5,6,4
2916,20000000,65,65,68,72,71,64,69,55,69,49,69,69,65,65,91,81,70,87,85,82,75,55,49,36,45,58,37,45,28,15,15,8,9,9,3
2917,20000000,69,76,67,72,71,75,68,68,66,67,66,78,69,69,77,79,70,68,79,60,75,74,78,42,74,68,70,63,21,14,9,13,7,11,3
2918,400000,64,64,68,68,75,78,73,59,69,59,39,54,76,78,54,80,77,54,54,56,65,68,70,34,69,35,55,36,32,14,11,14,9,9,4
2919,20000000,75,78,35,40,37,68,68,67,42,65,60,69,67,54,85,82,65,73,86,82,72,57,71,66,64,59,46,52,66,7,13,11,9,7,1
2920,20000000,59,40,76,74,76,78,66,30,72,30,45,42,52,46,64,54,79,44,68,48,60,70,60,24,26,29,30,44,28,11,11,11,14,14,3
2921,20000000,77,78,36,41,47,34,66,68,52,66,64,63,68,65,86,75,70,62,79,85,69,66,75,64,66,60,54,67,55,15,11,15,11,12,1
2922,20000000,64,54,76,74,74,75,67,27,69,32,68,27,67,55,68,68,77,44,64,63,78,68,35,16,36,29,21,33,28,7,10,7,14,15,3
2923,20000000,64,44,74,70,75,82,61,41,69,50,72,50,58,56,68,69,78,52,72,58,81,71,32,30,38,45,39,40,32,12,9,9,11,8,3
2924,20000000,76,80,48,36,38,55,61,68,39,72,72,64,72,66,80,77,57,90,71,91,67,49,61,65,60,47,43,60,51,10,8,16,11,9,4
2925,20000000,69,70,67,72,69,61,70,58,72,59,61,67,63,53,86,80,56,80,86,82,66,56,61,55,54,65,38,41,47,11,13,10,6,16,3
2926,20000000,74,70,16,34,28,53,74,79,31,62,70,63,67,56,83,69,59,67,84,75,81,59,70,72,67,63,58,77,69,13,10,11,12,15,1
2927,20000000,72,59,24,38,34,43,78,79,33,58,57,43,68,41,64,60,76,52,54,61,73,75,70,76,67,59,67,82,69,8,8,15,15,13,4
2928,20000000,74,74,72,67,69,72,71,68,63,69,69,77,73,71,78,85,76,64,77,73,71,63,83,67,70,77,79,76,71,16,15,8,14,15,1
2929,2000000,77,75,50,60,60,72,68,66,70,72,65,62,77,75,79,79,67,83,75,79,69,48,65,48,58,64,58,56,58,7,8,4,3,7,4
2930,20000000,32,12,13,14,12,35,71,13,16,37,40,20,28,33,47,36,70,40,47,50,72,16,26,15,14,20,15,36,13,67,79,67,56,77,2
2931,20000000,62,58,69,71,73,78,69,23,76,45,67,27,66,65,54,70,81,44,65,52,52,74,42,37,12,23,28,36,24,12,15,16,9,6,4
2932,800000,73,71,60,75,66,89,75,66,62,74,71,64,72,76,72,84,59,85,75,78,86,58,71,56,68,71,65,68,66,6,16,6,8,9,1
2933,20000000,62,51,74,72,72,74,71,52,72,49,58,49,72,64,53,63,77,57,51,58,60,75,61,29,34,27,31,42,23,9,6,14,8,9,4
2934,20000000,69,69,77,74,77,74,71,68,73,57,72,63,70,67,73,75,75,67,72,67,84,64,60,39,39,57,48,56,39,11,15,14,13,6,3
2935,20000000,66,70,16,18,19,71,68,81,38,61,59,42,56,39,74,80,83,74,77,75,90,62,79,75,54,59,61,68,68,8,11,9,8,7,1
2936,20000000,71,67,70,72,68,67,72,65,68,67,66,74,71,66,77,83,71,71,78,74,72,63,77,63,64,71,68,64,59,15,13,10,10,8,1
2937,20000000,60,44,78,69,77,70,70,40,72,37,56,39,63,59,51,63,73,48,61,44,70,70,36,19,34,28,25,38,63,8,13,9,11,7,3
2938,20000000,75,71,60,51,61,51,61,72,60,75,77,69,79,75,74,81,60,70,70,80,60,58,77,66,76,73,72,57,61,6,14,12,7,7,1
2939,20000000,23,17,13,18,16,14,66,11,14,36,37,12,33,31,40,36,68,34,40,40,70,11,18,13,10,12,12,16,10,76,77,69,59,74,2
2940,20000000,73,75,21,20,29,62,73,69,41,73,69,64,65,60,82,81,77,66,87,76,91,68,73,68,71,54,52,61,68,8,14,9,16,12,1
2941,4500000,74,69,66,72,74,86,64,42,68,62,59,68,73,74,69,76,74,68,72,66,79,76,73,55,66,45,30,60,33,16,15,13,13,7,3
2942,1200000,66,58,72,73,75,69,67,42,72,59,68,63,68,61,64,71,78,58,68,63,76,67,60,38,33,48,33,37,25,10,13,7,12,11,3
2943,20000000,63,59,74,73,75,69,66,38,69,56,68,63,66,62,62,70,80,68,65,61,81,73,38,36,35,33,20,42,20,9,13,14,14,15,3
2944,20000000,71,73,64,68,71,83,67,63,67,71,72,65,74,72,74,91,75,74,74,77,91,66,72,54,69,58,57,58,53,14,10,8,11,6,1
2945,20000000,73,69,22,20,21,67,68,71,30,58,68,53,65,54,75,64,71,65,76,73,91,78,73,73,66,50,49,63,64,10,8,13,16,13,1
2946,300000,75,72,44,55,52,46,72,70,59,77,74,78,75,67,68,60,71,67,64,70,66,55,72,60,70,75,77,71,70,9,13,10,12,12,4
2947,2000000,75,75,69,71,73,77,75,67,72,72,75,66,77,69,83,69,68,87,79,85,78,50,77,55,69,52,56,59,62,15,13,9,12,13,1
2948,3000000,21,13,14,11,10,25,67,11,21,23,40,11,24,28,53,20,59,31,43,55,75,13,23,10,16,11,13,23,10,73,73,74,60,74,2
2949,500000,72,71,44,41,58,64,68,66,43,84,68,71,74,80,78,75,59,76,82,80,62,43,70,66,81,76,81,69,50,10,8,12,16,10,4
2950,20000000,75,73,69,52,73,67,73,63,75,67,71,66,75,73,75,80,62,81,72,73,81,42,60,46,70,66,68,67,52,13,14,7,12,15,4
2951,600000,74,72,68,66,70,85,73,67,70,68,72,53,73,74,75,90,69,74,69,78,67,66,76,57,69,64,55,58,59,9,11,6,8,15,1
2952,2500000,80,77,46,48,52,69,69,70,57,65,61,64,69,62,72,70,75,63,69,61,65,70,71,74,72,63,66,69,68,6,16,6,12,8,1
2953,20000000,76,72,60,60,68,64,68,60,70,72,72,62,78,76,54,76,78,68,64,68,72,68,70,33,68,61,59,59,58,4,4,4,4,4,4
2954,2500000,73,73,68,69,73,77,73,69,69,71,70,75,73,71,76,79,75,73,78,72,69,64,74,51,73,71,69,65,70,5,10,12,8,5,1
2955,750000,64,69,70,69,71,69,71,65,73,61,73,75,68,67,85,80,68,82,86,82,82,57,64,52,62,65,34,53,59,11,11,15,6,12,3
2956,2000000,72,67,37,33,37,58,71,78,22,65,75,68,69,67,59,71,65,57,64,68,74,70,69,77,75,79,71,80,81,14,7,10,12,7,1
2957,20000000,73,69,76,78,77,61,65,74,72,63,54,75,73,72,73,71,58,70,68,75,60,33,60,57,68,50,47,43,52,16,6,11,7,8,3
2958,1200000,25,27,23,24,22,33,68,11,22,55,50,26,36,46,50,26,75,44,54,53,68,34,19,22,22,23,17,26,24,75,69,71,70,76,2
2959,1000000,74,76,24,30,39,69,70,75,38,70,84,66,70,58,71,73,81,58,73,70,79,72,71,70,69,62,66,71,62,14,14,9,15,9,1
2960,1250000,75,73,58,66,65,63,72,69,65,70,68,72,72,67,77,78,68,78,78,72,72,57,74,61,74,69,67,57,63,10,6,15,8,6,1
2961,20000000,75,71,15,17,26,71,61,74,34,62,60,51,66,45,63,66,78,51,67,64,73,76,77,74,55,42,46,70,75,13,7,9,8,13,4
2962,1300000,76,71,61,65,71,71,71,60,73,71,71,65,75,75,55,76,74,72,68,68,68,65,73,53,67,69,71,69,59,7,9,13,6,12,4
2963,1500000,72,70,22,18,19,70,70,74,25,58,75,64,65,55,65,63,82,55,55,63,65,75,78,74,71,55,47,75,73,8,14,10,6,12,4
2964,20000000,74,76,37,36,32,79,61,74,47,72,63,67,72,68,62,65,81,60,60,68,47,60,86,70,85,80,81,64,75,11,15,10,7,15,1
2965,20000000,69,68,70,71,72,80,67,65,73,46,68,72,68,59,79,82,70,69,80,74,67,57,74,54,62,64,47,51,54,9,11,12,12,10,3
2966,20000000,68,60,25,24,29,79,75,72,28,54,68,44,58,39,77,78,77,67,84,66,80,74,81,71,70,53,46,74,78,14,10,11,11,15,1
2967,20000000,76,73,14,17,12,76,74,79,18,67,76,60,67,54,79,61,64,88,71,81,51,43,74,77,79,73,72,65,73,3,3,3,3,3,1
2968,2500000,24,14,13,15,13,24,70,15,23,30,18,11,41,26,55,33,74,46,52,58,83,13,19,13,12,20,11,13,11,74,73,66,66,78,2
2969,1800000,75,78,19,22,23,43,68,69,49,69,77,62,70,55,91,72,29,96,87,92,86,63,72,68,72,71,63,63,73,7,7,7,8,16,1
2970,20000000,72,77,21,21,23,77,71,78,24,75,68,64,72,71,88,70,69,82,86,90,65,55,73,68,59,72,56,59,72,7,7,9,16,12,1
2971,2500000,73,71,65,60,65,74,70,72,67,70,72,62,74,72,67,86,64,84,63,76,72,58,84,65,70,69,64,79,72,11,14,7,8,7,1
2972,20000000,80,73,44,46,52,64,67,65,58,72,60,76,82,74,64,58,59,65,62,67,54,53,72,61,70,71,73,74,61,9,12,12,10,7,4
2973,1500000,75,76,22,24,20,65,66,72,41,64,69,71,70,61,81,74,72,66,78,78,73,65,78,74,69,60,60,66,69,14,7,12,8,16,1
2974,20000000,73,68,48,67,75,81,75,68,69,70,61,60,76,73,67,66,72,56,71,73,57,54,74,56,68,58,53,55,56,9,14,15,6,12,4
2975,2000000,75,67,58,64,68,70,71,61,73,71,75,61,78,76,59,77,75,63,67,61,67,67,61,46,69,64,61,51,51,6,4,10,13,13,4
2976,400000,67,46,71,69,75,77,59,39,76,65,62,49,77,72,61,72,73,54,57,62,56,66,52,34,44,43,40,44,33,8,11,10,16,12,3
2977,3000000,69,70,36,35,33,35,76,70,40,68,35,74,66,64,83,83,73,66,86,76,50,50,82,69,76,74,58,53,59,15,10,10,12,14,4
2978,1300000,76,76,22,30,30,49,68,65,15,66,68,63,67,50,87,71,49,88,82,91,58,56,80,69,73,74,80,77,74,6,4,10,13,13,1
2979,500000,49,46,77,72,76,81,64,35,69,35,53,45,64,51,54,64,81,60,54,32,81,69,56,31,32,27,33,33,18,12,12,6,6,8,3
2980,20000000,78,79,43,46,57,70,64,68,54,66,53,74,69,54,78,63,60,86,81,85,71,42,56,66,65,65,55,60,54,15,16,15,7,11,4
2981,3500000,73,72,16,31,29,74,73,75,21,68,72,65,60,55,68,68,84,66,77,75,85,66,79,70,67,68,70,68,70,8,15,14,8,15,1
2982,3500000,74,78,17,25,26,66,67,70,40,65,66,64,67,62,93,69,63,82,90,85,70,59,77,66,72,64,65,68,67,11,11,10,9,9,1
